name,submitted,category,iso,id_no
Caesarea,30/06/2000,C,IL,1480
White Mosque in Ramle,30/06/2000,C,IL,1482
Jerusalem*,30/06/2000,C,IL,1483
Mount Karkom,30/06/2000,C,IL,1488
Timna,30/06/2000,CN,IL,1489
The Crusader Fortresses,30/06/2000,C,IL,1491
Evaporite karst and caves of Emilia Romagna Region,31/01/2018,N,IT,6317
Les Alpes de la Méditerranée,31/01/2017,N,IT,6181
The Cultural Landscape of Civita di Bagnoregio,31/01/2017,C,IT,6182
The cultural landscape of the Benedictine settlements in medieval Italy,18/03/2016,C,IT,6107
"Padova Urbs Picta. Giotto, the Scrovegni Chapel and the 14th century painting cycles",22/01/2016,C,IT,6076
Great Spas of Europe,01/07/2014,C,IT,5928
"Ivrea, industrial city of the 20th century",03/05/2012,C,IT,5736
"Parco Nazionale della Sila – Sila, gran bosco d’Italia",31/01/2012,N,IT,5669
The Prosecco Hills of Conegliano and Valdobbiadene. (Le Colline del Prosecco di Conegliano e Valdobbiadene,05/10/2010,C,IT,5566
"Massif du Mont-Blanc (inscription comme patrimoine naturel transfrontalier, avec France et Suisse)",30/01/2008,N,IT,5265
Lake Maggiore and Lake D'Orta lakelands,01/06/2006,C,IT,325
Historic centre of Pavia and Chartreuse,01/06/2006,C,IT,327
The city of Bergamo,01/06/2006,C,IT,331
Hanbury botanical gardens,01/06/2006,C,IT,336
Historic Centre of Lucca,01/06/2006,C,IT,340
Orvieto,01/06/2006,C,IT,344
"Via Appia ""Regina Viarum""",01/06/2006,C,IT,349
Villas of the Papal Nobility,01/06/2006,C,IT,351
Historic Centre of Parma,01/06/2006,C,IT,1148
"Salento and the ""Barocco Leccese""",01/06/2006,C,IT,1149
Cattolica Monastery in Stilo and Basilian-Byzantine complexes,01/06/2006,C,IT,1150
Ponds in the Bay of Oristano and the Sinis Peninsula island of Mal di Ventre,01/06/2006,N,IT,1152
Fortress Town of Palmanova,01/06/2006,C,IT,1154
Romanesque Cathedrals in Puglia,01/06/2006,C,IT,1160
Taormina and Isola Bella,01/06/2006,C,IT,1164
Archipelago of La Maddalena and Islands of Bocche di Bonifacio,01/06/2006,N,IT,2028
Mothia Island and Lilibeo: The Phoenician-Punic Civilization in Italy,01/06/2006,C,IT,2029
Bradyseism in the Flegrea Area,01/06/2006,N,IT,2030
Cascata delle Marmore and Valnerina: Monastic sites and ancient hydrogeological reclamation works,01/06/2006,C,IT,2031
Pelagos: The Cetacean Sanctuary,01/06/2006,N,IT,2032
Island of Asinara,01/06/2006,N,IT,5002
Sulcis Iglesiente,01/06/2006,N,IT,5003
The Marble Basin of Carrara,01/06/2006,CN,IT,5004
The Transhumance: The Royal Shepherd's Track,01/06/2006,CN,IT,5005
Volterra: Historical City and Cultural Landscape,01/06/2006,C,IT,5006
The Aniene valley and Villa Gregoriana in Tivoli,01/06/2006,C,IT,5008
The Murge of Altamura,01/06/2006,CN,IT,5009
The Porticoes of Bologna,01/06/2006,C,IT,5010
Karstic caves in prehistoric Apulia,01/06/2006,C,IT,5011
Citadel of Alessandria,01/06/2006,C,IT,5013
The Lower Palaeolithic Palaeosurfaces at Isernia-La Pineta and Notarchirico,01/06/2006,C,IT,5020
The Underwater City of Port Royal,02/03/2009,C,JM,5430
Seville Heritage Park,02/03/2009,C,JM,5431
"Amami-Oshima Island, Tokunoshima Island, the northern part of Okinawa Island and Iriomote Island",01/02/2016,N,JP,6160
"Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land (extension)",25/09/2012,C,JP,5760
"Mozu-Furuichi Kofungun, Ancient Tumulus Clusters",22/11/2010,C,JP,5570
"The Sado complex of heritage mines, primarily gold mines",22/11/2010,C,JP,5572
"Jômon Archaeological Sites in Hokkaidô, Northern Tôhoku, and other regions",05/01/2009,C,JP,5398
Churches and Christian Sites in Nagasaki,30/01/2007,C,JP,5096
Asuka-Fujiwara: Archaeological sites of Japan’s Ancient Capitals and Related Properties,30/01/2007,C,JP,5097
"Temples, Shrines and other structures of Ancient Kamakura",01/10/1992,C,JP,370
Hikone-Jo (castle),01/10/1992,C,JP,374
Umm al-Jimal,29/03/2018,C,JO,6335
Arab Eclecticism - Foundation and evolution of an Architectural School in the city of As-Salt (1860-1925),02/04/2015,C,JO,6012
Dana Biosphere Reserve,11/05/2007,CN,JO,5155
Azraq,11/05/2007,CN,JO,5156
Mujib Nature Reserve,11/05/2007,N,JO,5158
Jerash Archaeological City (Ancient Meeting Place of East and West),13/01/2004,C,JO,1856
Al Qastal (Settlement),18/06/2001,C,JO,1550
"The Sanctuary of Agios Lot, At Deir 'Ain 'Abata",18/06/2001,C,JO,1551
Shaubak Castle (Montreal),18/06/2001,C,JO,1552
Qasr Bshir (a Roman Castellum),18/06/2001,C,JO,1553
Pella (Modern Tabaqat Fahil),18/06/2001,C,JO,1554
Qasr Al-Mushatta,18/06/2001,C,JO,1555
Abila City (Modern Qweilbeh),18/06/2001,C,JO,1557
Gadara (Modern Um Qeis or Qays),18/06/2001,C,JO,1558
Petroglyph Site of Sauyskandyk (XVIII BC – III AD),10/06/2016,C,KZ,6156
Silk Road,03/05/2012,C,KZ,5754
Northern Tyan-Shan (Ile-Alatau State National Park),06/02/2002,N,KZ,1681
"State National Natural Park ""Altyn-Emel""",06/02/2002,N,KZ,1682
Aksu-Zhabagly state natural reserve,06/02/2002,N,KZ,1683
Turkic sanctuary of Merke,24/09/1998,CN,KZ,1131
Megalithic mausolea of the Begazy-Dandybai culture,24/09/1998,C,KZ,1132
Barrows with stone ranges of the Tasmola culture,24/09/1998,CN,KZ,1133
Petroglyphs of Eshkiolmes,24/09/1998,CN,KZ,1134
Petroglyphs of Arpa-Uzen,24/09/1998,C,KZ,1135
Paleolithic sites and geomorphology of Karatau mountain range,24/09/1998,CN,KZ,1136
Archaeological sites of Otrar oasis,24/09/1998,C,KZ,1137
Cultural landscape of Ulytau,24/09/1998,CN,KZ,1138
The Historic Town of Gedi,12/02/2010,C,KE,5501
The Mfangano-Rusinga Island Complex,12/02/2010,C,KE,5502
The African Great Rift Valley - The Marakwet Escarpment Furrow Irrigation System,12/02/2010,C,KE,5503
The Thimlich Ohinga Cultural Landscape,12/02/2010,C,KE,5504
The African Great Rift Valley - Olorgesailie Prehistoric Site,12/02/2010,CN,KE,5505
Aberdare Mountains,12/02/2010,N,KE,5506
The Eastern Arc Coastal Forests (Arabuko-Sokoke Forest and Shimba Hills National Reserve),12/02/2010,N,KE,5507
The Kakemega Forest,12/02/2010,N,KE,5508
The Meru Conservation Area,12/02/2010,N,KE,5509
The African Great Rift Valley - Hell’s Gate National Park,12/02/2010,N,KE,5511
The African Great Rift Valley - The Maasai Mara,12/02/2010,CN,KE,5512
The Great Rift Valley - The Kenya Lakes System,12/02/2010,N,KE,5513
The Tana Delta and Forests Complex,12/02/2010,N,KE,5514
Tsavo Parks and Chyulu Hills Complex,12/02/2010,N,KE,5515
Lake Nakuru National Park,16/08/1999,N,KE,1344
Lake Naivasha,16/08/1999,N,KE,1345
Lake Bogoria National Reserve,16/08/1999,N,KE,1346
Mombasa Old Town,26/06/1997,C,KE,883
Boubyan Island and Mubarak Al-Kabeer Marine Reserve (MAKMR),17/05/2017,N,KW,6257
Sheikh Abdullah Al-Jabir Palace,24/02/2015,C,KW,6005
Abraj Al-Kuwait,12/06/2014,C,KW,5933
Sa'ad and Sae'ed Area in Failaka Island,27/02/2013,C,KW,5800
Silk Roads Sites in Kyrgyzstan,19/02/2010,C,KG,5518
Saimaly-Tash Petroglyphs,29/01/2001,C,KG,1512
Hin Nam No National Protected Area,03/08/2016,N,LA,6158
Sites Mégalithiques de la province de Xieng Khouang,25/03/1992,C,LA,390
That Luang de Vientiane,25/03/1992,C,LA,391
Grobiņa archaeological ensemble,22/05/2017,C,LV,6258
Kuldīga Old Town in the Primeval Valley of the River Venta,18/04/2011,CN,LV,5609
Meanders of the Upper Daugava,18/04/2011,CN,LV,5610
Centre historique de Saida,01/07/1996,C,LB,398
Centre historique de Batroun,01/07/1996,C,LB,400
Monument : Temple d'Echmoun,01/07/1996,C,LB,401
Ensemble du site naturel des sources et de la Vallée de l'Oronte avec les monuments qui s'y trouvent,01/07/1996,C,LB,403
Ensemble du site naturel de la Vallée du Nahr Ibrahim avec les monuments et les sites archéologiques qui s'y trouvent,01/07/1996,C,LB,404
Ensemble du site naturel de la Vallée du Nahr el Kelb avec les monuments et les sites archéologiques qui s'y trouvent,01/07/1996,C,LB,405
Ensemble du site naturel de la région du Chouf avec les monuments et les sites archéologiques qui s'y trouvent,01/07/1996,C,LB,406
Parc naturel de l'Ile des Palmiers,01/07/1996,N,LB,407
Thaba-Bosiu National Monument,08/10/2008,C,LS,5392
Mount Nimba Strict Reserve (extension),30/03/2017,N,LR,6246
Providence Island,30/03/2017,C,LR,6247
Kaunas 1919-1939: The Capital Inspired by the Modern Movement,10/01/2017,C,LT,6166
Trakai Historical National Park,28/07/2003,CN,LT,1821
Ancien site industriel de Mantasoa,15/02/2018,C,MG,6302
Eglise catholique d’Ambodifotatra de Sainte Marie,15/02/2018,C,MG,6303
Nosy Lonjo d’Antsiranana,15/02/2018,CN,MG,6304
"NOSYnakà (Sahamalaza, Nosy Hara, Nosy Tanikely, Lokobe, Ambodivahibe, Ankarea, Ankivonjy)",15/02/2018,N,MG,6306
La Haute Ville d’Antananarivo,02/02/2016,C,MG,6078
Réserve Spéciale d’Anjanaharibe-Sud (extension des forêts humides de l’Atsinanana),14/03/2008,N,MG,5313
Les forêts sèches de l’Andrefana,14/03/2008,N,MG,5314
"Sud-Ouest Malgache, Pays Mahafaly",14/11/1997,CN,MG,949
Khulubvi And Associated Mbona Sacred Rain Shrines,01/02/2011,C,MW,5602
Malawi Slave Routes and Dr. David Livingstone Trail,01/02/2011,C,MW,5603
Lake Chilwa Wetland,01/02/2011,CN,MW,5604
Vwaza Marsh Wildlife Reserve,01/02/2011,CN,MW,5605
Mulanje Mountain Biosphere Reserve,17/05/2000,N,MW,1419
Nyika National Park,17/05/2000,CN,MW,1420
FRIM Selangor Forest Park,23/02/2017,C,MY,6174
Gombak Selangor Quartz Ridge,23/02/2017,N,MY,6175
Royal Belum State Park,23/02/2017,N,MY,6176
National Park (Taman Negara) of Peninsular Malaysia,05/06/2014,N,MY,5927
Coral Stone Mosques of Maldives,19/02/2013,C,MV,5812
Sites historiques et paysages culturels du Manden,08/01/2018,CN,ML,6280
Cathédrale de Bamako,19/09/2017,C,ML,6273
L’Eglise de Mandiakuy,19/09/2017,C,ML,6274
La Réserve de la Biodiversité des éléphants du Gourma,31/08/2017,N,ML,6270
Le Bassin du fleuve Niger (du seuil de Markala au lac Débo),31/08/2017,N,ML,6271
La Réserve de biodiversité du Parc du Bafing Makana,07/09/2016,N,ML,6161
Le Réservoir naturel du Lac Magui,07/09/2016,N,ML,6162
La Cité Historique de Hamdallahi,19/03/2009,C,ML,5438
Le Fort de Médine,19/03/2009,C,ML,5439
La grande mosquée de vendredi de Niono,19/03/2009,C,ML,5440
La Mosquée de Komoguel,19/03/2009,C,ML,5442
Le Tata de Sikasso,19/03/2009,C,ML,5443
La Boucle du Baoulé,08/09/1999,C,ML,1348
Es-Souk,08/09/1999,C,ML,1349
Maltese Catacomb Complexes,27/08/1998,C,MT,1113
Victoria Lines Fortifications,27/08/1998,C,MT,1114
Coastal Cliffs,19/05/1998,N,MT,979
Qawra/Dwejra,19/05/1998,N,MT,980
Cittadella (Victoria - Gozo),19/05/1998,C,MT,981
Knights' Fortifications around the Harbours of Malta,19/05/1998,C,MT,982
Mdina (Citta' Vecchia),19/05/1998,C,MT,983
Northern Marshall Islands Atolls,24/10/2005,CN,MH,2064
Likiep Village Historic District,24/10/2005,C,MH,2066
Mili Atoll Nature Conservancy (and Nadrikdrik),24/10/2005,N,MH,2067
Paysage culturel d'Azougui,14/06/2001,C,MR,1545
Site archéologique de Kumbi Saleh,14/06/2001,C,MR,1546
Site archéologique de Tegdaoust,14/06/2001,C,MR,1547
Black River Georges National Park,17/05/2006,N,MU,5038
Tehuacán-Cuicatlán Valley: originary habitat of Mesoamerica,16/11/2017,CN,MX,6279
"Ring of cenotes of Chicxulub Crater, Yucatan",11/12/2012,N,MX,5784
"Las Labradas, Sinalao archaeological site",07/12/2012,C,MX,5785
El Arco del Tiempo del Río La Venta,06/10/2010,CN,MX,5567
"Las Pozas, Xilitla",30/11/2009,C,MX,5493
"Historical city of Izamal (Izamal, Mayan continuity in an Historical City)",15/10/2008,C,MX,5394
Los Petenes-Ría Celestún,15/10/2008,N,MX,5396
"Cuetzalan and its Historical, Cultural and Natural Surrounding",27/09/2006,CN,MX,5077
Vallée des Cierges,06/12/2004,N,MX,1953
Aire de protection de la flore et de la faune Cuatrociénegas,06/12/2004,N,MX,1954
Historical Town The Royal of the Eleven Thousand Virgins of Cosala in Sinaloa,06/12/2004,C,MX,1958
Huichol Route through the sacred sites to Huiricuta (Tatehuari Huajuye),06/12/2004,CN,MX,1959
Région Lacan-Tún – Usumacinta,06/12/2004,CN,MX,1962
Réserve de la Biosphère Banco Chinchorro,06/12/2004,CN,MX,1963
Tecoaque,06/12/2004,C,MX,1968
"Chapultepec Woods, Hill and Castle",20/11/2001,C,MX,1273
Historic Town of Alamos,20/11/2001,C,MX,1541
Church of Santa Prisca and its Surroundings,20/11/2001,C,MX,1543
Pre-Hispanic City of Cantona,20/11/2001,C,MX,1586
Great City of Chicomostoc-La Quemada,20/11/2001,C,MX,1588
Historic Town of San Sebastián del Oeste,20/11/2001,CN,MX,1590
Diego Rivera and Frida Kahlo's Home-Study Museum,20/11/2001,C,MX,1599
Yapese Disk Money Regional Sites,29/12/2004,C,FM,1994
Les Alpes de la Méditerranée,26/01/2017,N,MC,6180
Sacred Mountains of Mongolia,23/11/2015,C,MN,6068
Desert Landscapes of the Mongolian Great Gobi,19/12/2014,N,MN,5943
Cretaceous Dinosaur Fossil Sites in the Mongolian Gobi,19/12/2014,N,MN,5944
Eastern Mongolian Steppes,19/12/2014,N,MN,5946
Amarbayasgalant Monastery and its Surrounding Sacred Cultural Landscape,19/12/2014,C,MN,5947
Baldan Bereeven Monastery and its Sacred Surroundings,19/12/2014,C,MN,5949
Sacred Binder Mountain and its Associated Cultural Heritage Sites,19/12/2014,C,MN,5950
Funeral Sites of the Xiongnu Elite,19/12/2014,C,MN,5951
Archaeological Site at Khuduu Aral and Surrounding Cultural Landscape,19/12/2014,C,MN,5952
"Deer Stone Monuments, the Heart of Bronze Age Culture",19/12/2014,C,MN,5953
Petroglyphic Complexes in the Mongolian Gobi,19/12/2014,C,MN,5954
Highlands of Mongol Altai,19/12/2014,CN,MN,5955
Ulcinj Old town,28/02/2018,C,ME,6300
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe (Montenegro),28/02/2018,N,ME,6325
Biogradska gora’ National Park,09/11/2010,N,ME,5569
Cetinje Historic Core,06/07/2010,C,ME,5561
Old Town of Bar,06/07/2010,C,ME,5562
Doclea,06/07/2010,C,ME,5563
"Le chapelet d'oasis de Tighmert, Région présaharienne du Wad Noun",22/07/2016,C,MA,6159
"Casablanca, Ville du XXème siècle, carrefour d’influences",27/11/2013,C,MA,5848
Oasis de Figuig,30/05/2011,C,MA,5625
Parc naturel de Talassemtane,12/10/1998,N,MA,1179
Aire du Dragonnier Ajgal,12/10/1998,N,MA,1180
Lagune de Khnifiss,12/10/1998,N,MA,1182
Parc national de Dakhla,12/10/1998,N,MA,1183
Moulay Idriss Zerhoun,01/07/1995,C,MA,450
Taza et la Grande Mosquée,01/07/1995,C,MA,451
Mosquée de Tinmel,01/07/1995,C,MA,452
Ville de Lixus,01/07/1995,C,MA,456
El Gour,01/07/1995,C,MA,458
Grotte de Taforalt,01/07/1995,C,MA,459
The Quirimbas Archipelago,20/08/2008,CN,MZ,5380
Vumba Mountain Range,20/08/2008,C,MZ,5381
Ponta de Ouro Protected Marine Area,20/08/2008,N,MZ,5382
Manyikeni and Chibuene,15/09/1997,C,MZ,919
Ayeyawady River Corridor,25/02/2014,N,MM,5870
Hkakabo Razi Landscape,25/02/2014,N,MM,5871
Indawgyi Lake Wildlife Sanctuary,25/02/2014,N,MM,5872
Natma Taung National Park,25/02/2014,N,MM,5873
Myeik Archipelago,25/02/2014,N,MM,5874
Hukaung Valley Wildlife Sanctuary,25/02/2014,N,MM,5875
Taninthayi Forest Corridor,25/02/2014,N,MM,5876
Bagan Archaeological Area and Monuments,04/10/1996,C,MM,819
"Wooden Monasteries of Konbaung Period: Ohn Don, Sala, Pakhangyi, Pakhannge, Legaing, Sagu, Shwe-Kyaung (Mandalay)",04/10/1996,C,MM,821
Badah-lin and associated caves,04/10/1996,C,MM,822
"Ancient cities of Upper Myanmar: Innwa, Amarapura, Sagaing, Mingun, Mandalay",04/10/1996,C,MM,823
Myauk-U Archaeological Area and Monuments,04/10/1996,C,MM,824
Inle Lake,04/10/1996,C,MM,825
"Mon cities: Bago, Hanthawaddy",04/10/1996,C,MM,826
Benguela Current Marine Ecosystem Sites,18/03/2016,CN,NA,6094
Etosha Pan,18/03/2016,N,NA,6095
Sān Living Cultural Landscape,18/03/2016,C,NA,6096
Succulent Karoo Protected Areas,18/03/2016,N,NA,6097
Okavango Delta,18/03/2016,N,NA,6098
Brandberg National Monument Area,03/10/2002,CN,NA,1744
Fishriver Canyon,03/10/2002,N,NA,1745
Welwitschia Plains,03/10/2002,N,NA,1747
Medieval Earthern Walled City of Lo Manthang,30/01/2008,C,NP,5256
Vajrayogini and early settlment of sankhu,30/01/2008,C,NP,5257
Medieval Settlement of Kirtipur,30/01/2008,C,NP,5258
Rishikesh Complex of Ruru Kshetra,30/01/2008,C,NP,5259
Nuwakot Palace Complex,30/01/2008,C,NP,5260
Ram Janaki Temple,30/01/2008,C,NP,5261
The Medieval Town of Tansen,30/01/2008,C,NP,5262
Sinja valley,30/01/2008,C,NP,5263
Bhurti Temple Complex of Dailekh,30/01/2008,C,NP,5264
The early medieval architectural complex of Panauti,23/05/1996,C,NP,839
"Tilaurakot, the archaeological remains of ancient Shakya Kingdom",23/05/1996,C,NP,840
Cave architecture of Muktinath Valley of Mustang,23/05/1996,C,NP,841
The medieval palace complex of Gorkha,23/05/1996,C,NP,842
"Ramagrama, the relic stupa of Lord Buddha",23/05/1996,C,NP,843
"Khokana, the vernacular village and its mustard-oil seed industrial heritage",23/05/1996,C,NP,844
Frontiers of the Roman Empire — The Lower German Limes (Netherlands),25/01/2018,C,NL,6298
Koloniën van Weldadigheid (Colonies of Benevolence),01/12/2015,C,NL,6069
Bonaire Marine Park,17/08/2011,N,NL,5627
Island of Saba,17/08/2011,CN,NL,5628
Eise Eisinga Planetarium,17/08/2011,C,NL,5629
Nieuwe Hollandse Waterlinie,17/08/2011,C,NL,5631
Plantations in West Curaçao,17/08/2011,C,NL,5632
Sanatorium Zonnestraal,17/08/2011,C,NL,5633
Teylers,17/08/2011,C,NL,5634
Auckland Volcanic Fields,30/03/2007,CN,NZ,5120
Waters and seabed of Fiordland (Te Moana O Atawhenua),30/03/2007,N,NZ,5121
"Kahurangi National Park, Farewell Spit and Canaan karst system",30/03/2007,N,NZ,5122
Kerikeri Basin historic precinct,30/03/2007,C,NZ,5123
Kermadec Islands and Marine reserve,30/03/2007,N,NZ,5124
Napier Art Deco historic precinct,30/03/2007,C,NZ,5125
Whakarua Moutere (North East Islands),30/03/2007,N,NZ,5126
Waitangi Treaty Grounds historic precinct,30/03/2007,C,NZ,5127
City of Granada and its natural environment,22/07/2003,CN,NI,1819
Fortress of the immaculate Conception,19/06/1995,CN,NI,484
"The Natural Reserve ""Miskitos Keys""",19/06/1995,N,NI,485
"The Natural Reserve ""Bosawas""",19/06/1995,N,NI,486
Volcan Masaya National Park,19/06/1995,N,NI,487
"Parc national du « W », sites archéologiques",26/06/2006,C,NE,5054
"La vieille ville de Zinder, quartier de Birni et le Sultanat",26/05/2006,C,NE,5040
Palais du Zarmakoye de Dosso,26/05/2006,C,NE,5041
Les mosquées en terre de la région de Tahoua,26/05/2006,C,NE,5042
Itinéraires Culturels du Désert du Sahara : Route du sel,26/05/2006,C,NE,5043
Plateau et Fortin du Djado,26/05/2006,C,NE,5044
Site archéologique de Bura,26/05/2006,C,NE,5045
Le site de Lougou,26/05/2006,CN,NE,5046
Zone Giraphe,26/05/2006,N,NE,5047
Massif de Ternit,26/05/2006,N,NE,5048
Réserve de faune de Galbedji,26/05/2006,N,NE,5049
L’ensemble des forêts protégées de la région d'Agadez,26/05/2006,N,NE,5050
Mare d'Ounsolo ou N'Solo,26/05/2006,N,NE,5051
Partie nigérienne du lac Tchad,26/05/2006,N,NE,5052
"Le fleuve Niger, les îles et la vallée",26/05/2006,CN,NE,5053
La Réserve Naturelle Nationale de l'Aïr et du Ténéré,26/05/2006,C,NE,5055
Gisements des dinosauriens,26/05/2006,CN,NE,5056
"La forêt classée, le lac de Madarounfa et les tombeaux des 99 saints",26/05/2006,CN,NE,5057
Oke Idanre (Idanre Hill),08/10/2007,C,NG,5169
Arochkwu Long Juju Slave Route (Cave Temple Complex),08/10/2007,C,NG,5170
Ancient Kano City Walls and Asociated Sties,08/10/2007,C,NG,5171
Surame Cultural Landscape,08/10/2007,CN,NG,5172
Alok Ikom Stone Monoliths,08/10/2007,C,NG,5173
Ogbunike Caves,08/10/2007,CN,NG,5174
Benin Iya / Sungbo' s Eredo,01/11/1995,C,NG,488
Old Oyo,01/11/1995,C,NG,489
Kwiambana and/or Ningi,01/11/1995,C,NG,492
Oban Hills / Korup,01/11/1995,N,NG,493
Niger Delta Mangroves,01/11/1995,N,NG,494
Gashaki-Gumpti National Park,01/11/1995,N,NG,495
VIKING MONUMENTS AND SITES / Vestfold Ship Burials and Hyllestad Quernstone Quarries,10/01/2011,C,NO,5577
Svalbard Archipelago,21/06/2007,CN,NO,5161
Islands of Jan Mayen and Bouvet as parts of a serial transnational nomination of the Mid-Atlantic Ridge system,21/06/2007,N,NO,5162
"The Laponian Area - Tysfjord, the fjord of Hellemobotn and Rago (extension)",07/10/2002,CN,NO,1750
The Lofoten islands,07/10/2002,CN,NO,1751
Cultural Landscape of Bisya & Salut and its Archaeological Remains,24/09/2014,C,OM,5939
Ancient City of Qalhat,23/05/2013,C,OM,5830
Al Hallaniyyat Islands Proposed Nature Reserve,23/05/2013,N,OM,5832
Bar al Hakman Proposed Nature Reserve,23/05/2013,N,OM,5833
Smahan's Mountain Nature Reserve,23/05/2013,N,OM,5834
al Dimaniyyat Islands Nature Reserve,23/05/2013,N,OM,5839
Ras al Had Turtle Reserve and the Heritage Site of Ras al Jinz,23/05/2013,CN,OM,5840
The forts of Rostaq and al-Hazm,04/07/1988,C,OM,497
Derawar and the Desert Forts of Cholistan,12/04/2016,C,PK,6108
Hingol Cultural Landscape,12/04/2016,C,PK,6109
Karez System Cultural Landscape,12/04/2016,C,PK,6110
Nagarparkar Cultural Landscape,12/04/2016,C,PK,6111
Central Karakorum National Park,12/04/2016,N,PK,6112
Deosai National Park,12/04/2016,N,PK,6115
Ziarat Juniper Forest,12/04/2016,N,PK,6116
The Salt Range and Khewra Salt Mine,12/04/2016,CN,PK,6118
Archaeological Site of Mehrgarh,30/01/2004,C,PK,1876
Archaeological Site of Rehman Dheri,30/01/2004,C,PK,1877
Archaeological Site of Harappa,30/01/2004,C,PK,1878
Archaeological Site of Ranigat,30/01/2004,C,PK,1879
Shahbazgarhi Rock Edicts,30/01/2004,C,PK,1880
Mansehra Rock Edicts,30/01/2004,C,PK,1881
Baltit Fort,30/01/2004,C,PK,1882
"Tomb of Bibi Jawindi, Baha'al-Halim and Ustead and the Tomb and Mosque of Jalaluddin Bukhari",30/01/2004,C,PK,1883
Tomb of Shah Rukn-e-Alam,30/01/2004,C,PK,1884
Port of Banbhore,30/01/2004,C,PK,1885
"Badshahi Mosque, Lahore",14/12/1993,C,PK,1277
"Wazir Khan's Mosque, Lahore",14/12/1993,C,PK,1278
"Tombs of Jahangir, Asif Khan and Akbari Sarai, Lahore",14/12/1993,C,PK,1279
"Hiran Minar and Tank, Sheikhupura",14/12/1993,C,PK,1281
"Tomb of Hazrat Rukn-e-Alam, Multan",14/12/1993,C,PK,1282
"Rani Kot Fort, Dadu",14/12/1993,C,PK,1284
"Shah Jahan Mosque, Thatta",14/12/1993,C,PK,1286
"Chaukhandi Tombs, Karachi",14/12/1993,C,PK,1287
Ouballang ra Ngebedech (Ngebedech Terraces),26/08/2004,C,PW,1930
Imeong Conservation Area,26/08/2004,CN,PW,1931
Yapease Quarry Sites,26/08/2004,C,PW,1932
Tet el Bad (Stone Coffin),26/08/2004,C,PW,1933
Baptism Site “Eshria’a” (Al-Maghtas),28/10/2015,C,PS,6155
Wadi Natuf and Shuqba Cave,06/06/2013,C,PS,5712
Throne Villages,06/06/2013,C,PS,5717
Mount Gerizim and the Samaritans,02/04/2012,C,PS,5706
QUMRAN: Caves and Monastery of the Dead Sea Scrolls,02/04/2012,C,PS,5707
El-Bariyah: wilderness with monasteries,02/04/2012,C,PS,5708
Old Town of Nablus and its environs,02/04/2012,C,PS,5714
Tell Umm Amer,02/04/2012,C,PS,5716
Sebastia,02/04/2012,C,PS,5718
Anthedon Harbour,02/04/2012,C,PS,5719
Umm Al-Rihan forest,02/04/2012,N,PS,5721
Wadi Gaza Coastal Wetlands,02/04/2012,N,PS,5722
Ancient Jericho: Tell es-Sultan,04/02/2012,C,PS,5704
The Colonial Transisthmian Route of Panamá (Ruta Colonial Transístmica de Panamá),24/01/2017,C,PA,6205
Archaeological Site and Historic Centre of Panamá City,19/01/2015,C,PA,5970
Kikori River Basin / Great Papuan Plateau,06/06/2006,CN,PG,5060
Kokoda Track and Owen Stanley Ranges,06/06/2006,CN,PG,5061
Trans-Fly Complex,06/06/2006,CN,PG,5062
Milne Bay Seascape (Pacific Jewels of Marine Biodiversity),06/06/2006,CN,PG,5063
The Sublime Karsts of Papua New Guinea,06/06/2006,CN,PG,5064
Upper Sepik River Basin,06/06/2006,CN,PG,5065
Huon Terraces - Stairway to the Past,06/06/2006,CN,PG,5066
Paraguayan Pantanal,17/01/2018,N,PY,6281
Railway Complex and English Village of Sapucai,17/01/2018,C,PY,6282
Mbaracayú Forest Nature Reserve,19/12/2003,CN,PY,1845
Sistema Ferrocarril Pte. Carlos Antonio López,05/10/1993,C,PY,506
Parque Nacional Ybyturuzu,05/10/1993,N,PY,507
Parque National Tinfunke',05/10/1993,N,PY,508
Santa Bárbara mining complex,10/07/2017,C,PE,6263
Chankillo Astronomical Complex,18/01/2013,C,PE,5792
Kuelap Archaeological Complex,14/12/2011,C,PE,5650
Lake Titicaca,17/06/2005,CN,PE,5080
The Historic Centre of Cajamarca,15/02/2002,C,PE,1646
"The Great Inka Trail: state transportation system originally named ""Qhapac Ñan""",16/10/2001,C,PE,1578
Historic Center of the City of Trujillo,30/08/1996,C,PE,510
Archaeological Complex of Pachacamac,30/08/1996,C,PE,512
Mt. Mantalingahan Protected Landscape,20/03/2015,N,PH,6006
Mayon Volcano Natural Park (MMVNP),20/03/2015,N,PH,6007
Turtle Islands Wildlife Sanctuary,20/03/2015,N,PH,6008
The Tabon Cave Complex and all of Lipuun,16/05/2006,C,PH,1860
Paleolithic Archaeological Sites in Cagayan Valley,16/05/2006,C,PH,2069
Kabayan Mummy Burial Caves,16/05/2006,C,PH,2070
Butuan Archeological Sites,16/05/2006,C,PH,2071
Baroque Churches of the Philippines (Extension),16/05/2006,C,PH,3860
Petroglyphs and Petrographs of the Philippines,16/05/2006,C,PH,5018
Neolithic Shell Midden Sites in Lal-lo and Gattaran Municipalities,16/05/2006,C,PH,5019
Chocolate Hills Natural Monument,16/05/2006,N,PH,5024
Mt. Malindang Range Natural Park,16/05/2006,N,PH,5029
