unique_number,id_no,name_en,date_inscribed,category,name_en
1151,987,Roman Walls of Lugo,2000,Cultural,Europe and North America
1152,988,Catalan Romanesque Churches of the Vall de Bo’,2000,Cultural,Europe and North America
1153,989,Archaeological Site of Atapuerca,2000,Cultural,Europe and North America
1132,968,Agricultural Landscape of Southern …land,2000,Cultural,Europe and North America
1036,884,"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona",2000,Cultural,Europe and North America
1147,983,"Historic Town of St George and Related Fortifications, Bermuda",2000,Cultural,Europe and North America
1148,984,Blaenavon Industrial Landscape,2000,Cultural,Europe and North America
1050,898,High Coast / Kvarken Archipelago,2000,Natural,Europe and North America
1158,994,Curonian Spit,2000,Cultural,Europe and North America
1206,1033,Historic Centre of Vienna,2001,Cultural,Europe and North America
1226,1052,Tugendhat Villa in Brno,2001,Cultural,Europe and North America
1025,873,"Provins, Town of Medieval Fairs",2001,Cultural,Europe and North America
1139,975,Zollverein Coal Mine Industrial Complex in Essen,2001,Cultural,Europe and North America
1214,1040,Masada,2001,Cultural,Europe and North America
1217,1042,Old City of Acre,2001,Cultural,Europe and North America
1197,1025,"Villa d'Este, Tivoli",2001,Cultural,Europe and North America
1228,1054,Churches of Peace in Jawor and _widnica,2001,Cultural,Europe and North America
1204,1031,Historic Centre of Guimar‹es,2001,Cultural,Europe and North America
1220,1046,Alto Douro Wine Region,2001,Cultural,Europe and North America
904,766,Central Sikhote-Alin,2001,Natural,Europe and North America
1218,1044,Aranjuez Cultural Landscape,2001,Cultural,Europe and North America
1200,1027,Mining Area of the Great Copper Mountain in Falun,2001,Cultural,Europe and North America
1211,1037,Swiss Alps Jungfrau-Aletsch,2001,Natural,Europe and North America
497,429,New Lanark,2001,Cultural,Europe and North America
1201,1028,Saltaire,2001,Cultural,Europe and North America
1203,1030,Derwent Valley Mills,2001,Cultural,Europe and North America
913,772,Fert_ / Neusiedlersee Cultural Landscape,2001,Cultural,Europe and North America
1202,1029,Dorset and East Devon Coast,2001,Natural,Europe and North America
1243,1066,Upper Middle Rhine Valley,2002,Cultural,Europe and North America
1244,1067,Historic Centres of Stralsund and Wismar,2002,Cultural,Europe and North America
1240,1063,Tokaj Wine Region Historic Cultural Landscape,2002,Cultural,Europe and North America
1196,1024,Late Baroque Towns of the Val di Noto (South-Eastern Sicily),2002,Cultural,Europe and North America
1255,1078,Jewish Quarter and St Procopius' Basilica in T_eb’_,2003,Cultural,Europe and North America
1274,1096,White City of Tel-Aviv -- the Modern Movement,2003,Cultural,Europe and North America
1245,1068,<I>Sacri Monti</I> of Piedmont and Lombardy,2003,Cultural,Europe and North America
1489,1053,Wooden Churches of Southern Ma_opolska,2003,Cultural,Europe and North America
1247,1070,"Citadel, Ancient City and Fortress Buildings of Derbent",2003,Cultural,Europe and North America
611,522,Renaissance Monumental Ensembles of òbeda and Baeza,2003,Cultural,Europe and North America
1262,1084,"Royal Botanic Gardens, Kew",2003,Cultural,Europe and North America
1643,1090,Monte San Giorgio,2003,Natural,Europe and North America
1487,1160,Madriu-Perafita-Claror Valley,2004,Cultural,Europe and North America
1330,1149,Ilulissat Icefjord,2004,Natural,Europe and North America
1265,1087,Town Hall and Roland on the Marketplace of Bremen,2004,Cultural,Europe and North America
1333,1152,_ingvellir National Park,2004,Cultural,Europe and North America
1199,1026,Val d'Orcia,2004,Cultural,Europe and North America
1338,1158,Etruscan Necropolises of Cerveteri and Tarquinia,2004,Cultural,Europe and North America
1317,1137,Kernav_  Archaeological Site (Cultural Reserve of Kernav_),2004,Cultural,Europe and North America
1297,1117,Landscape of the Pico Island Vineyard Culture,2004,Cultural,Europe and North America
1275,1097,Ensemble of the Novodevichy Convent,2004,Cultural,Europe and North America
856,724,Medieval Monuments in Kosovo,2004,Cultural,Europe and North America
1314,1134,"Grimeton Radio Station, Varberg",2004,Cultural,Europe and North America
1331,1150,Liverpool _ Maritime Mercantile City,2004,Cultural,Europe and North America
1307,1127,Muskauer Park / Park Mu_akowski,2004,Cultural,Europe and North America
1324,1143,Vega¿yan -- The Vega Archipelago,2004,Cultural,Europe and North America
1194,1023,Natural System of Wrangel Island Reserve,2004,Natural,Europe and North America
1590,569,Historic Centres of Berat and Gjirokastra ,2005,Cultural,Europe and North America
1373,1196,"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",2005,Cultural,Europe and North America
1362,1185,Plantin-Moretus House-Workshops-Museum Complex,2005,Cultural,Europe and North America
1107,946,Old Bridge Area of the Old City of Mostar,2005,Cultural,Europe and North America
1358,1181,"Le Havre, the City Rebuilt by Auguste Perret",2005,Cultural,Europe and North America
1286,1107,Incense Route - Desert Cities in the Negev,2005,Cultural,Europe and North America
1287,1108,"Biblical Tels - Megiddo, Hazor, Beer Sheba",2005,Cultural,Europe and North America
1377,1200,Syracuse and the Rocky Necropolis of Pantalica,2005,Cultural,Europe and North America
1372,1195,West Norwegian Fjords _ Geirangerfjord and N_r¿yfjord,2005,Natural,Europe and North America
1347,1170,Historical Centre of the City of Yaroslavl,2005,Cultural,Europe and North America
1364,1187,Struve Geodetic Arc,2005,Cultural,Europe and North America
1335,1155,Old town of Regensburg with Stadtamhof,2006,Cultural,Europe and North America
1388,1211,Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>,2006,Cultural,Europe and North America
1343,1165,Centennial Hall in Wroc_aw,2006,Cultural,Europe and North America
1394,1217,Vizcaya Bridge,2006,Cultural,Europe and North America
1392,1215,Cornwall and West Devon Mining Landscape,2006,Cultural,Europe and North America
1474,1076,Gobustan Rock Art Cultural Landscape,2007,Cultural,Europe and North America
1437,1260,Mehmed Pa_a Sokolovi_ Bridge in Vi_egrad,2007,Cultural,Europe and North America
1475,1221,Rideau Canal,2007,Cultural,Europe and North America
1433,1256,"Bordeaux, Port of the Moon",2007,Cultural,Europe and North America
1477,978,Old Town of Corfu,2007,Cultural,Europe and North America
1430,1253,"Gamzigrad-Romuliana, Palace of Galerius",2007,Cultural,Europe and North America
1435,1258,Teide National Park,2007,Natural,Europe and North America
1420,1243,"Lavaux, Vineyard Terraces",2007,Cultural,Europe and North America
1777,1133,Primeval Beech Forests of the Carpathians and the Ancient Beech Forests of  Germany,2007,Natural,Europe and North America
1516,1285,Joggins Fossil Cliffs,2008,Natural,Europe and North America
1484,1240,Stari Grad Plain,2008,Cultural,Europe and North America
1531,1115,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,2008,Natural,Europe and North America
1514,1283,Fortifications of Vauban,2008,Cultural,Europe and North America
1416,1239,Berlin Modernism Housing Estates,2008,Cultural,Europe and North America
1532,1267,Surtsey,2008,Natural,Europe and North America
1581,1220,Bah‡Õi Holy Places in Haifa and the Western Galilee,2008,Cultural,Europe and North America
1518,1287,Mantua and Sabbioneta,2008,Cultural,Europe and North America
1535,1245,San Marino Historic Centre and Mount Titano,2008,Cultural,Europe and North America
1491,1273,Wooden Churches of the Slovak part of the Carpathian Mountain Area,2008,Cultural,Europe and North America
1497,1179,Swiss Tectonic Arena Sardona,2008,Natural,Europe and North America
1503,1276,Rhaetian Railway in the Albula / Bernina Landscapes,2008,Cultural,Europe and North America
1578,1298,Stoclet House,2009,Cultural,Europe and North America
1609,1237,The Dolomites,2009,Natural,Europe and North America
1616,1312,Tower of Hercules,2009,Cultural,Europe and North America
1582,1302,"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",2009,Cultural,Europe and North America
1583,1303,Pontcysyllte Aqueduct and Canal,2009,Cultural,Europe and North America
1967,1314,Wadden Sea,2009,Natural,Europe and North America
1604,1317,"Pitons, cirques and remparts of Reunion Island",2010,Natural,Europe and North America
1663,1337,Episcopal City of Albi,2010,Cultural,Europe and North America
1666,1349,Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,2010,Cultural,Europe and North America
1644,1234,Putorana Plateau,2010,Natural,Europe and North America
1672,1326,Papah_naumoku_kea,2010,Mixed,Europe and North America
1848,1153,"The Causses and the C_vennes, Mediterranean agro-pastoral Cultural Landscape",2011,Cultural,Europe and North America
1778,1368,Fagus Factory in Alfeld,2011,Cultural,Europe and North America
1780,1318,Longobards in Italy. Places of the Power (568-774 A.D.),2011,Cultural,Europe and North America
1781,1371,Cultural Landscape of the Serra de Tramuntana,2011,Cultural,Europe and North America
1784,1366,Selimiye Mosque and its Social Complex,2011,Cultural,Europe and North America
1785,1330,Residence of Bukovinian and Dalmatian Metropolitans,2011,Cultural,Europe and North America
1782,1363,Prehistoric Pile dwellings around the Alps,2011,Cultural,Europe and North America
1837,1344,Major Mining Sites of Wallonia,2012,Cultural,Europe and North America
1828,1404,Landscape of Grand Pr_,2012,Cultural,Europe and North America
1776,1360,Nord-Pas de Calais Mining Basin,2012,Cultural,Europe and North America
1799,1379,Margravial Opera House Bayreuth,2012,Cultural,Europe and North America
1818,1393,Sites of Human Evolution at Mount Carmel: The Nahal MeÕarot / Wadi el-Mughara Caves,2012,Cultural,Europe and North America
1956,1367,Garrison Border Town of Elvas and its Fortifications,2012,Cultural,Europe and North America
2116,1299,Lena Pillars Nature Park,2012,Natural,Europe and North America
1814,1282,Decorated Farmhouses of H_lsingland,2012,Cultural,Europe and North America
1829,1405,Neolithic Site of ‚atalh_yŸk,2012,Cultural,Europe and North America
1841,1313,Heritage of Mercury. Almad_n and Idrija,2012,Cultural,Europe and North America
1874,1412,Red Bay Basque Whaling Station,2013,Cultural,Europe and North America
1875,1413,Bergpark Wilhelmsh_he,2013,Cultural,Europe and North America
1891,175,Medici Villas and Gardens in Tuscany,2013,Cultural,Europe and North America
1910,1427,Mount Etna,2013,Natural,Europe and North America
1899,1387,University of Coimbra _ Alta and Sofia,2013,Cultural,Europe and North America
1895,1411,Ancient City of Tauric Chersonese and its Chora,2013,Cultural,Europe and North America
1894,1424,Wooden <em>Tserkvas</em> of the Carpathian Region in Poland and Ukraine,2013,Cultural,Europe and North America
1973,1416,Stevns Klint,2014,Natural,Europe and North America
1974,1426,"Decorated Cave of Pont dÕArc, known as Grotte Chauvet-Pont dÕArc, Ardèche",2014,Cultural,Europe and North America
1990,1447,Carolingian Westwork and Civitas Corvey,2014,Cultural,Europe and North America
1969,1370,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,2014,Cultural,Europe and North America
1971,1390,Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,2014,Cultural,Europe and North America
1984,1441,Van Nellefabriek,2014,Cultural,Europe and North America
2009,981,Bolgar Historical and Archaeological Complex,2014,Cultural,Europe and North America
1995,1452,Bursa and Cumalõkõzõk: the Birth of the Ottoman Empire,2014,Cultural,Europe and North America
2001,1457,Pergamon and its Multi-Layered Cultural Landscape,2014,Cultural,Europe and North America
1978,1435,Monumental Earthworks of Poverty Point,2014,Cultural,Europe and North America
2029,1468,"Christiansfeld, a Moravian Church Settlement",2015,Cultural,Europe and North America
2030,1469,The par force hunting landscape in North Zealand,2015,Cultural,Europe and North America
2016,1425,"The Climats, terroirs of Burgundy",2015,Cultural,Europe and North America
2026,1465,"Champagne Hillsides, Houses and Cellars",2015,Cultural,Europe and North America
2028,1467,Speicherstadt and Kontorhaus District with Chilehaus,2015,Cultural,Europe and North America
2032,1471,Necropolis of Bet SheÕarim: A Landmark of Jewish Renewal,2015,Cultural,Europe and North America
2048,1487,Arab-Norman Palermo and the Cathedral Churches of Cefalœ and Monreale,2015,Cultural,Europe and North America
2047,1486,Rjukan-Notodden Industrial Heritage Site,2015,Cultural,Europe and North America
2014,1018,Ephesus,2015,Cultural,Europe and North America
2049,1488,Diyarbakõr Fortress and Hevsel Gardens Cultural Landscape,2015,Cultural,Europe and North America
2046,1485,The Forth Bridge,2015,Cultural,Europe and North America
2027,1466,San Antonio Missions,2015,Cultural,Europe and North America
2083,1497,Mistaken Point,2016,Natural,Europe and North America
2109,1517,Archaeological Site of Philippi,2016,Cultural,Europe and North America
2088,1501,Antequera Dolmens Site,2016,Cultural,Europe and North America
2110,1518,Archaeological Site of Ani,2016,Cultural,Europe and North America
2087,1500,Gorham's Cave Complex,2016,Cultural,Europe and North America
2094,1504,Ste_ci Medieval Tombstones Graveyards,2016,Cultural,Europe and North America
5,2,City of Quito,1978,Cultural,Latin America and the Caribbean
4,1,Gal‡pagos Islands,1978,Natural,Latin America and the Caribbean
68,64,Tikal National Park,1979,Mixed,Latin America and the Caribbean
69,65,Antigua Guatemala,1979,Cultural,Latin America and the Caribbean
136,124,Historic Town of Ouro Preto,1980,Cultural,Latin America and the Caribbean
141,129,Maya Site of Copan,1980,Cultural,Latin America and the Caribbean
148,135,Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,1980,Cultural,Latin America and the Caribbean
160,145,Los Glaciares National Park,1981,Natural,Latin America and the Caribbean
167,149,Archaeological Park and Ruins of Quirigua,1981,Cultural,Latin America and the Caribbean
177,159,Darien National Park,1981,Natural,Latin America and the Caribbean
210,189,Historic Centre of the Town of Olinda,1982,Cultural,Latin America and the Caribbean
199,180,"National History Park _ Citadel, Sans Souci, Ramiers",1982,Cultural,Latin America and the Caribbean
217,196,R’o Pl‡tano Biosphere Reserve,1982,Natural,Latin America and the Caribbean
225,204,Old Havana and its Fortification System,1982,Cultural,Latin America and the Caribbean
304,273,City of Cuzco,1983,Cultural,Latin America and the Caribbean
305,274,Historic Sanctuary of Machu Picchu,1983,Mixed,Latin America and the Caribbean
326,275,"Jesuit Missions of the Guaranis: San Ignacio Mini, Santa Ana, Nuestra Se–ora de Loreto and Santa Maria Mayor (Argentina), Ruins of Sao Miguel das Missoes (Brazil)",1983,Cultural,Latin America and the Caribbean
226,205,Talamanca Range-La Amistad Reserves / La Amistad National Park,1983,Natural,Latin America and the Caribbean
290,260,Sangay National Park,1983,Natural,Latin America and the Caribbean
340,303,Iguazu National Park,1984,Natural,Latin America and the Caribbean
319,285,"Port, Fortresses and Group of Monuments, Cartagena",1984,Cultural,Latin America and the Caribbean
348,309,Historic Centre of Salvador de Bahia,1985,Cultural,Latin America and the Caribbean
380,334,Sanctuary of Bom Jesus do Congonhas,1985,Cultural,Latin America and the Caribbean
375,330,Chavin (Archaeological Site),1985,Cultural,Latin America and the Caribbean
379,333,Huascar‡n National Park,1985,Natural,Latin America and the Caribbean
408,355,Iguaçu National Park,1986,Natural,Latin America and the Caribbean
419,366,Chan Chan Archaeological Zone,1986,Cultural,Latin America and the Caribbean
484,420,City of Potos’,1987,Cultural,Latin America and the Caribbean
516,445,Brasilia,1987,Cultural,Latin America and the Caribbean
473,410,Sian Ka'an,1987,Natural,Latin America and the Caribbean
474,411,Pre-Hispanic City and National Park of Palenque,1987,Cultural,Latin America and the Caribbean
475,412,Historic Centre of Mexico City and Xochimilco,1987,Cultural,Latin America and the Caribbean
477,414,Pre-Hispanic City of Teotihuacan,1987,Cultural,Latin America and the Caribbean
478,415,Historic Centre of Oaxaca and Archaeological Site of Monte Alb‡n,1987,Cultural,Latin America and the Caribbean
479,416,Historic Centre of Puebla,1987,Cultural,Latin America and the Caribbean
1705,402,Manœ National Park,1987,Natural,Latin America and the Caribbean
561,482,Historic Town of Guanajuato and Adjacent Mines,1988,Cultural,Latin America and the Caribbean
562,483,Pre-Hispanic City of Chichen-Itza,1988,Cultural,Latin America and the Caribbean
583,500,Historic Centre of Lima,1988,Cultural,Latin America and the Caribbean
535,460,Trinidad and the Valley de los Ingenios,1988,Cultural,Latin America and the Caribbean
619,529,Jesuit Missions of the Chiquitos,1990,Cultural,Latin America and the Caribbean
644,548,R’o Abiseo National Park,1990,Mixed,Latin America and the Caribbean
615,526,Colonial City of Santo Domingo,1990,Cultural,Latin America and the Caribbean
668,566,Historic City of Sucre,1991,Cultural,Latin America and the Caribbean
719,606,Serra da Capivara National Park,1991,Cultural,Latin America and the Caribbean
692,585,Historic Centre of Morelia,1991,Cultural,Latin America and the Caribbean
749,631,"El Tajin, Pre-Hispanic City",1992,Cultural,Latin America and the Caribbean
799,675,Joya de Cer_n Archaeological Site,1993,Cultural,Latin America and the Caribbean
652,554,Whale Sanctuary of El Vizcaino,1993,Natural,Latin America and the Caribbean
800,676,Historic Centre of Zacatecas,1993,Cultural,Latin America and the Caribbean
845,714,Rock Paintings of the Sierra de San Francisco,1993,Cultural,Latin America and the Caribbean
768,648,Jesuit Missions of La Sant’sima Trinidad de Paran‡ and Jesœs de Tavarangue,1993,Cultural,Latin America and the Caribbean
779,658,Coro and its Port,1993,Cultural,Latin America and the Caribbean
841,711,Los Kat’os National Park,1994,Natural,Latin America and the Caribbean
830,702,Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,1994,Cultural,Latin America and the Caribbean
828,700,Lines and Geoglyphs of Nasca and Palpa,1994,Cultural,Latin America and the Caribbean
829,701,Canaima National Park,1994,Natural,Latin America and the Caribbean
846,715,Rapa Nui National Park,1995,Cultural,Latin America and the Caribbean
876,742,Historic Centre of Santa Cruz de Mompox,1995,Cultural,Latin America and the Caribbean
877,743,National Archeological Park of Tierradentro,1995,Cultural,Latin America and the Caribbean
878,744,San Agust’n Archaeological Park,1995,Cultural,Latin America and the Caribbean
881,747,Historic Quarter of the City of Colonia del Sacramento,1995,Cultural,Latin America and the Caribbean
900,764,Belize Barrier Reef Reserve System,1996,Natural,Latin America and the Caribbean
935,791,Pre-Hispanic Town of Uxmal,1996,Cultural,Latin America and the Caribbean
936,792,Historic Monuments Zone of Quer_taro,1996,Cultural,Latin America and the Caribbean
970,821,Historic Centre of S‹o Lu’s,1997,Cultural,Latin America and the Caribbean
969,820,Cocos Island National Park,1997,Natural,Latin America and the Caribbean
992,841,"San Pedro de la Roca Castle, Santiago de Cuba",1997,Cultural,Latin America and the Caribbean
962,814,Morne Trois Pitons National Park,1997,Natural,Latin America and the Caribbean
963,815,"Hospicio Caba–as, Guadalajara",1997,Cultural,Latin America and the Caribbean
934,790,Archaeological Site of Panam‡ Viejo and Historic District of Panam‡,1997,Cultural,Latin America and the Caribbean
1035,883,Fuerte de Samaipata,1998,Cultural,Latin America and the Caribbean
662,560,"Archaeological Zone of Paquim_, Casas Grandes",1998,Cultural,Latin America and the Caribbean
1013,862,Historic Monuments Zone of Tlacotalpan,1998,Cultural,Latin America and the Caribbean
1091,936,"Cueva de las Manos, R’o Pinturas",1999,Cultural,Latin America and the Caribbean
1042,890,Historic Centre of the Town of Diamantina,1999,Cultural,Latin America and the Caribbean
1044,892,Discovery Coast Atlantic Forest Reserves,1999,Natural,Latin America and the Caribbean
1045,893,Atlantic Forest South-East Reserves,1999,Natural,Latin America and the Caribbean
991,840,Vi–ales Valley,1999,Cultural,Latin America and the Caribbean
1041,889,Desembarco del Granma National Park,1999,Natural,Latin America and the Caribbean
1014,863,Historic Centre of Santa Ana de los R’os de Cuenca,1999,Cultural,Latin America and the Caribbean
1046,895,Historic Fortified Town of Campeche,1999,Cultural,Latin America and the Caribbean
1094,939,Archaeological Monuments Zone of Xochicalco,1999,Cultural,Latin America and the Caribbean
1063,910,Brimstone Hill Fortress National Park,1999,Cultural,Latin America and the Caribbean
1092,937,Pen’nsula Vald_s,1999,Natural,Latin America and the Caribbean
1083,928,Area de Conservaci—n Guanacaste,1999,Natural,Latin America and the Caribbean
1130,966,Ischigualasto / Talampaya Natural Parks,2000,Natural,Latin America and the Caribbean
1159,995,Jesuit Block and Estancias of C—rdoba,2000,Cultural,Latin America and the Caribbean
670,567,Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture,2000,Cultural,Latin America and the Caribbean
1131,967,Noel Kempff Mercado National Park,2000,Natural,Latin America and the Caribbean
1163,998,Central Amazon Conservation Complex,2000,Natural,Latin America and the Caribbean
1164,999,Pantanal Conservation Area,2000,Natural,Latin America and the Caribbean
1135,971,Churches of Chilo_,2000,Cultural,Latin America and the Caribbean
728,613,Ruins of Le—n Viejo,2000,Cultural,Latin America and the Caribbean
1186,1016,Historical Centre of the City of Arequipa,2000,Cultural,Latin America and the Caribbean
1187,1017,Central Suriname Nature Reserve,2000,Natural,Latin America and the Caribbean
1150,986,Ciudad Universitaria de Caracas,2000,Cultural,Latin America and the Caribbean
1178,1008,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,2000,Cultural,Latin America and the Caribbean
1157,993,Historic Centre of the Town of Goi‡s,2001,Cultural,Latin America and the Caribbean
1166,1000,Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves,2001,Natural,Latin America and the Caribbean
1208,1035,Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,2001,Natural,Latin America and the Caribbean
989,839,Alejandro de Humboldt National Park,2001,Natural,Latin America and the Caribbean
1963,1061,"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",2002,Mixed,Latin America and the Caribbean
1096,940,Historic Inner City of Paramaribo,2002,Cultural,Latin America and the Caribbean
1295,1116,Quebrada de Humahuaca,2003,Cultural,Latin America and the Caribbean
1123,959,Historic Quarter of the Seaport City of Valpara’so,2003,Cultural,Latin America and the Caribbean
1256,1079,Franciscan Missions in the Sierra Gorda of Quer_taro,2003,Cultural,Latin America and the Caribbean
1316,1136,Luis Barrag‡n House and Studio,2004,Cultural,Latin America and the Caribbean
1341,1161,Pitons Management Area,2004,Natural,Latin America and the Caribbean
1869,1178,Humberstone and Santa Laura Saltpeter Works,2005,Cultural,Latin America and the Caribbean
1379,1202,Urban Historic Centre of Cienfuegos ,2005,Cultural,Latin America and the Caribbean
1873,1182,Islands and Protected Areas of the Gulf of California,2005,Natural,Latin America and the Caribbean
1319,1138,Coiba National Park and its Special Zone of Marine Protection,2005,Natural,Latin America and the Caribbean
1391,1214,Sewell Mining Town,2006,Cultural,Latin America and the Caribbean
1393,1216,Malpelo Fauna and Flora Sanctuary,2006,Natural,Latin America and the Caribbean
1386,1209,Agave Landscape and Ancient Industrial Facilities of Tequila,2006,Cultural,Latin America and the Caribbean
1427,1250,Central University City Campus of the <i>Universidad Nacional Aut—noma de M_xico</i> (UNAM),2007,Cultural,Latin America and the Caribbean
1482,1270,Historic Centre of CamagŸey,2008,Cultural,Latin America and the Caribbean
1493,1274,Protective town of San Miguel and the Sanctuary of Jesœs Nazareno de Atotonilco,2008,Cultural,Latin America and the Caribbean
1521,1290,Monarch Butterfly Biosphere Reserve,2008,Natural,Latin America and the Caribbean
1615,1269,Sacred City of Caral-Supe,2009,Cultural,Latin America and the Caribbean
1725,1272,S‹o Francisco Square in the Town of S‹o Crist—v‹o,2010,Cultural,Latin America and the Caribbean
1691,1351,Camino Real de Tierra Adentro,2010,Cultural,Latin America and the Caribbean
1693,1352,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,2010,Cultural,Latin America and the Caribbean
1786,1376,Historic Bridgetown and its Garrison,2011,Cultural,Latin America and the Caribbean
1787,1121,Coffee Cultural Landscape of Colombia,2011,Cultural,Latin America and the Caribbean
1789,1236,Le—n Cathedral,2011,Cultural,Latin America and the Caribbean
1843,1100,Rio de Janeiro: Carioca Landscapes between the Mountain and the Sea,2012,Cultural,Latin America and the Caribbean
1858,1410,El Pinacate and Gran Desierto de Altar Biosphere Reserve,2013,Natural,Latin America and the Caribbean
1997,1453,Precolumbian Chiefdom Settlements with Stone Spheres of the Diqu’s,2014,Cultural,Latin America and the Caribbean
2003,1459,"Qhapaq „an, Andean Road System",2014,Cultural,Latin America and the Caribbean
2015,1356,Blue and John Crow Mountains ,2015,Mixed,Latin America and the Caribbean
2024,1463,Aqueduct of Padre Tembleque Hydraulic System,2015,Cultural,Latin America and the Caribbean
2025,1464,Fray Bentos Industrial Landscape,2015,Cultural,Latin America and the Caribbean
2086,1499,Antigua Naval Dockyard and Related Archaeological Sites,2016,Cultural,Latin America and the Caribbean
2077,1493,Pampulha Modern Ensemble,2016,Cultural,Latin America and the Caribbean
2102,1510,Archipi_lago de Revillagigedo,2016,Natural,Latin America and the Caribbean
2085,1321,"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",2016,Cultural,Latin America and the Caribbean
